split,best_dim,node_idx_sorted,original_node_id,fold_id,true_label,pred_label,true_residual,best_other_label,best_other_residual,margin_to_other,true_total,true_evidence
0,64,370,370,2,0,1,2.7271936369469882,1,2.719993161033413,-0.0072004759135753105,5.164809138171327,2.437615501224338
0,64,372,372,1,1,3,4.516695849753906,3,3.6297616431818573,-0.8869342065720485,5.035684899169704,0.5189890494157969
0,64,375,375,0,1,0,0.9137258494411689,0,0.7299993523478188,-0.1837264970933501,3.459649883189892,2.5459240337487183
0,64,385,385,2,3,2,4.557729087327121,2,4.548694941124857,-0.009034146202263393,5.336439263269945,0.7787101759428245
0,64,387,387,1,1,3,4.226998389515391,3,3.6187928519566825,-0.6082055375587081,5.305553823379496,1.078555433864104
0,64,403,403,2,4,2,4.767976209331467,2,4.454615199963132,-0.313361009368335,5.057798633933686,0.2898224246022193
0,64,422,422,3,1,4,3.252470204694669,4,3.0582053820696458,-0.1942648226250232,4.977823265351305,1.7253530606566396
0,64,428,428,2,0,1,1.57884847266545,1,1.550323993974625,-0.028524478690824973,2.90767749195374,1.3288290192882906
0,64,439,439,0,1,0,2.081199798594536,0,1.8796220634572585,-0.2015777351372776,3.3213072137520223,1.2401074151574865
0,64,442,442,0,3,1,4.532005865980283,1,3.6002472122089504,-0.9317586537713325,4.953502106100788,0.42149624012050424
0,64,443,443,3,0,1,2.4740765113107366,1,2.414695722872941,-0.059380788437795484,5.113997842426933,2.6399213311161978
0,64,453,453,1,3,2,3.1016773327249507,2,2.543853077551722,-0.5578242551732289,4.7675065399488865,1.6658292072239407
0,64,466,466,3,3,1,2.1131258454908695,1,1.6394996054440858,-0.47362624004678366,4.441109090226467,2.3279832447355995
0,64,468,468,3,2,1,4.639620160365717,1,4.1045872107274715,-0.5350329496382455,4.899933463415092,0.2603133030493739
0,64,470,470,3,2,3,3.5461683674176996,3,3.3930375916399313,-0.15313077577776824,5.064843904605146,1.5186755371874474
0,64,482,482,1,0,4,4.130899538573254,4,2.2625402312806147,-1.8683593072926392,5.2641195278672015,1.1332199892939476
0,64,498,498,1,2,0,2.0074605191224286,0,1.9277881322434336,-0.07967238687899503,4.320967252566377,2.3135067334439485
0,64,507,507,0,4,0,2.457964061447134,0,1.9707401339428137,-0.4872239275043204,4.75589220187118,2.297928140424043
0,64,509,509,1,2,0,3.0161486574125975,0,2.714485428711905,-0.3016632287006926,4.299654868288329,1.283506210875733
0,64,511,511,0,2,0,4.405714065798447,0,3.5471656063862564,-0.8585484594121908,4.812862061917622,0.4071479961191749
0,64,520,520,3,2,0,4.633565154318113,0,2.3970892225496883,-2.2364759317684246,5.155283989326443,0.52171883500833
0,64,521,521,0,2,1,0.9606111919456861,1,0.6104085195747779,-0.3502026723709082,3.7272975275327487,2.766686335587054
0,64,522,522,0,1,0,2.8523208322377935,0,2.493712490537143,-0.3586083417006507,4.125905525729475,1.273584693491681
0,64,531,531,3,4,2,2.628237148952116,2,2.5577149849505743,-0.07052216400154165,4.057395183187676,1.4291580342355574
0,64,536,536,1,2,0,4.322487759794558,0,2.2066957289593474,-2.1157920308352103,4.884010339198891,0.5615225794043328
0,64,551,551,2,2,3,2.7242483252305965,3,2.4162712445163033,-0.3079770807142932,4.510369400285045,1.7861210750544467
0,64,552,552,2,4,3,4.735537237363785,3,4.5290327624273425,-0.20650447493644286,5.037305107285902,0.30176786992211624
0,64,562,562,0,1,3,4.777896992995449,3,2.6329320109792516,-2.144964982016197,5.381397191718169,0.6035001987227205
0,64,563,563,2,2,1,1.218730987027258,1,0.938027517067114,-0.28070346996014406,3.7963740458987196,2.5776430588714603
0,64,565,565,0,3,0,3.47205659930213,0,2.804852780700484,-0.6672038186016458,4.577133743645055,1.1050771443429241
0,64,577,577,3,2,4,2.411272486789056,4,2.2501043677336066,-0.16116811905544948,4.2839270261524085,1.8726545393633551
0,64,584,584,2,3,0,4.044570648483309,0,3.5286087335280043,-0.5159619149553047,4.686602138889014,0.642031490405705
0,64,595,595,2,1,0,1.3943862608455335,0,0.8166541334596937,-0.5777321273858398,3.747672940329682,2.3532866794841483
0,64,606,606,3,2,0,4.576650466642545,0,3.7909671996232808,-0.7856832670192642,4.858237551765766,0.2815870851232214
0,64,613,613,2,0,1,2.178157007510136,1,1.8746193852486652,-0.30353762226147096,3.2331365891391366,1.0549795816290035
0,64,615,615,0,2,0,3.633847257451678,0,3.247130481983051,-0.3867167754686269,4.453142445861345,0.8192951884096675
0,64,623,623,1,1,2,3.3964089053074615,2,3.2554810789092565,-0.140927826398205,4.072722598796428,0.6763136934889661
0,64,627,627,1,0,1,2.132178449964364,1,2.1062606869458733,-0.025917763018490803,4.645930803635471,2.5137523536711046
0,64,630,630,0,4,3,4.150209769457003,3,3.5503056048263564,-0.5999041646306469,4.813711834687648,0.6635020652306443
0,64,638,638,0,1,2,3.9228557636238843,2,3.457611816293374,-0.4652439473305101,5.142678985494683,1.2198232218707983
0,64,647,647,0,3,4,4.6542891917921105,4,4.492978772596325,-0.16131041919578593,5.087233113135261,0.43294392134314996
0,64,653,653,0,0,3,4.185318934847995,3,3.8421504639528536,-0.34316847089514146,5.585328100202968,1.4000091653549704
0,64,656,656,2,3,2,3.954595900761995,2,3.712178550593177,-0.24241735016881805,4.9781636216783,1.0235677209163057
0,64,665,665,0,2,1,4.825430957491094,1,4.7703766042616484,-0.05505435322944585,5.090359449584303,0.264928492093209
0,64,694,694,1,3,2,3.0010666830674544,2,2.508870774273344,-0.49219590879411035,4.519284709894132,1.5182180268266778
0,64,717,717,3,0,1,4.8617518774230755,1,4.797262940945384,-0.06448893647769172,5.722384376017246,0.8606324985941717
0,64,719,719,1,0,4,4.217848729255559,4,4.118926270140504,-0.09892245911505526,5.235542431718014,1.0176937024624533
0,64,726,726,0,3,0,4.117882315892233,0,4.069574556280296,-0.04830775961193723,5.1939757702787315,1.0760934543864984
0,64,739,739,1,1,0,1.8365520326981084,0,1.5606243220580271,-0.27592771064008126,3.3022808073722567,1.4657287746741476
0,64,743,743,3,1,0,2.0147382154710836,0,1.9337537844006076,-0.08098443107047593,3.307553655728234,1.2928154402571512
0,64,744,744,0,0,3,4.359572574640232,3,4.232333446894416,-0.12723912774581603,5.379653948198325,1.0200813735580916
0,64,750,750,1,2,1,3.4980417672006388,1,3.4888058274510407,-0.009235939749598021,4.935681604960632,1.4376398377599924
0,64,754,754,0,2,4,2.4264871400619583,4,2.299553704611928,-0.12693343545003044,4.312262313014108,1.8857751729521472
0,64,757,757,0,1,0,2.0912164006595133,0,1.9633010185839543,-0.12791538207555897,3.3161699757999914,1.2249535751404779
0,64,759,759,3,2,4,2.7157265474006325,4,2.6515876208587787,-0.06413892654185371,4.25927376568125,1.5435472182806176
0,64,760,760,0,3,2,3.3109492401863214,2,2.7484120030664347,-0.5625372371198867,4.473200237895309,1.1622509977089865
0,64,761,761,2,4,0,3.21917097033639,0,2.673123383511259,-0.5460475868251309,4.59228420373405,1.3731132333976646
0,64,767,767,2,2,4,4.596088427509445,4,4.277233102859064,-0.31885532465038047,4.896200912770825,0.30011248526137985
0,64,774,774,0,3,4,3.1597282424712843,4,2.2500943481784006,-0.9096338942928837,4.118291764224674,0.9585635217533894
0,64,775,775,0,2,3,3.8488937150248628,3,3.6533575113224677,-0.1955362037023951,4.547835352269331,0.6989416372444693
0,64,786,786,2,3,4,4.565301635990772,4,3.64811483325588,-0.917186802734892,5.0737044097261075,0.5084027737353358
0,64,791,791,1,2,3,3.8955351950628065,3,3.432909675388745,-0.4626255196740616,4.469626989035,0.5740917939721932
0,64,798,798,1,2,0,4.0279461660262355,0,2.546726527141778,-1.4812196388844576,4.940377823798154,0.9124316577719196
0,64,801,801,3,2,1,1.134156426271122,1,1.0928137947150907,-0.04134263155603124,3.778631374721601,2.644474948450485
0,64,804,804,1,1,4,3.825046116586507,4,3.229805869530474,-0.595240247056033,4.635940468195935,0.8108943516094269
0,64,829,829,2,2,1,3.093748519579031,1,2.5560816861945925,-0.5376668333844385,4.453394425595572,1.3596459060165405
0,64,836,836,1,2,0,3.9419445024212187,0,3.700873902926595,-0.24107059949462384,4.703736836904188,0.761792334482969
0,64,852,852,0,2,0,3.3533216505812784,0,3.3201196076693056,-0.03320204291197282,4.8460954826973435,1.4927738321160646
0,64,861,861,3,2,4,2.929102522103911,4,2.734980051164365,-0.19412247093954615,4.237432106309169,1.308329584205259
0,64,867,867,0,4,3,4.100913123961917,3,4.025902062446445,-0.07501106151547265,4.66387657346485,0.5629634495029322
0,64,869,869,3,2,4,2.491468434391064,4,2.277775037146804,-0.21369339724425984,3.871457697323406,1.3799892629323414
0,64,876,876,2,0,1,1.9764815722194706,1,1.8845721889315872,-0.09190938328788345,3.0134341009222188,1.036952528702749
0,64,885,885,1,3,2,4.405601872309382,2,3.252905346987682,-1.1526965253217,4.825869602309476,0.4202677300000945
0,64,886,886,2,3,2,2.6842331384099594,2,2.4997268594479873,-0.18450627896197203,4.185199701221999,1.500966562812041
0,64,888,888,2,1,2,3.104750885863168,2,2.3727789997177346,-0.7319718861454332,4.98589296080009,1.8811420749369216
0,64,890,890,1,4,3,2.5131171309015325,3,2.4234229798822664,-0.08969415101926614,4.07001957937892,1.556902448477388
0,64,895,895,2,3,0,4.28387254623333,0,3.6658867725793876,-0.6179857736539427,5.07105542029433,0.7871828740610007
0,64,897,897,1,0,1,2.4922822209787743,1,2.4222667049319258,-0.07001551604684852,5.157117632609278,2.6648354116304964
0,64,898,898,0,2,4,3.98206441946056,4,3.5647139362764797,-0.4173504831840802,4.223995819348355,0.2419313998877947
0,64,901,901,3,0,1,3.9213381172624917,1,3.692721402086088,-0.22861671517640358,5.292551992185837,1.3712138749233471
0,64,904,904,3,4,2,3.161183926016101,2,2.354609267429571,-0.8065746585865301,4.116525822188311,0.9553418961722093
0,64,908,908,2,0,4,4.85368003237765,4,4.702991399280708,-0.1506886330969417,5.672594938929935,0.8189149065522845
0,64,910,910,1,0,3,2.488708324100093,3,2.3319304677423007,-0.15677785635779218,3.609499025273645,1.1207907011735525
0,64,919,919,3,3,0,2.658581065464624,0,2.611068848237925,-0.04751221722669863,4.162850349175685,1.5042692837110638
0,64,921,921,1,0,3,3.45825502369893,3,2.645467186622947,-0.8127878370759829,5.222049216209976,1.7637941925110454
0,64,923,923,3,0,2,4.35020465427109,2,3.4359793009344197,-0.9142253533366707,5.287037657899782,0.9368330036286937
0,64,946,946,3,4,1,2.9221883814576435,1,2.7059814554645207,-0.21620692599312274,4.558477739208985,1.636289357751345
0,64,948,948,2,3,4,4.8399489725255505,4,3.1779720983780138,-1.6619768741475367,5.146160533198806,0.3062115606732556
0,64,954,954,0,0,2,2.996909166198553,2,1.470255575037695,-1.526653591160858,3.670110248949248,0.6732010827506947
0,64,955,955,1,4,2,3.7804542552740124,2,2.9975792484557284,-0.7828750068182839,4.925586754133651,1.145132498859638
0,64,965,965,2,0,3,4.638807929215101,3,2.8311703564169637,-1.8076375727981375,5.443499223558712,0.8046912943436098
0,64,972,972,1,1,2,2.968637601121208,2,2.9191555140561265,-0.049482087065081615,5.279011052371305,2.310373451250096
0,64,975,975,0,3,2,3.9259005401859297,2,3.7782291583828753,-0.1476713818030544,4.960931715707359,1.0350311755214299
0,64,979,979,1,2,3,2.9886650452169676,3,2.4245156898997537,-0.5641493553172139,4.2501811957330915,1.2615161505161279
0,64,988,988,2,2,1,2.882054379642695,1,2.5314965478679126,-0.3505578317747826,4.516513894937079,1.6344595152943833
0,64,993,993,1,3,0,3.8532146622627037,0,3.2780131311663423,-0.5752015310963614,4.480061519243466,0.6268468569807617
0,64,999,999,3,0,1,1.914327148139246,1,1.7288951601160574,-0.18543198802318872,3.1574901577247516,1.2431630095855066
0,64,1007,1007,0,4,0,3.818511783132808,0,3.222471707035198,-0.5960400760976099,5.008977127355681,1.1904653442228705
0,64,1010,1010,2,3,1,4.214038806996222,1,3.8311862046566376,-0.3828526023395846,5.074829559616805,0.8607907526205836
0,64,1011,1011,0,3,0,4.14635560296901,0,3.8346864993463243,-0.3116691036226853,4.778068799822227,0.6317131968532179
0,64,1012,1012,0,0,2,3.8154660757858383,2,3.6440723426269725,-0.17139373315886575,5.077023267080805,1.2615571912949668
0,64,1020,1020,3,2,4,4.4416516616693595,4,3.7820454217223434,-0.6596062399470162,4.948452825392608,0.506801163723249
0,64,1027,1027,1,3,2,4.627772198232176,2,2.7812359881498505,-1.8465362100823253,5.060718561136545,0.43294636290436983
0,64,1044,1044,0,0,1,3.8778147615779295,1,3.8650015938248576,-0.012813167753071841,4.432148162767868,0.5543334011899398
0,64,1045,1045,1,2,1,4.749748015049117,1,4.192654894566261,-0.5570931204828558,5.017830485409503,0.2680824703603856
0,64,1081,1081,0,0,1,3.7223567179788732,1,3.2521952503187084,-0.47016146766016487,4.856003163179205,1.1336464452003323
0,64,1084,1084,2,4,0,4.432164572817825,0,4.144950759877458,-0.28721381294036696,5.039877894434424,0.6077133216165981
0,64,1089,1089,1,3,2,3.172726776211418,2,2.454450121768039,-0.7182766544433794,4.506716754179269,1.3339899779678532
0,64,1095,1095,3,1,3,5.054363538371552,3,4.983067652612232,-0.07129588575932022,5.59111030515462,0.5367467667830655
0,64,1096,1096,3,0,1,1.7634849111859645,1,1.7564882478695423,-0.006996663316422236,3.043142642369796,1.2796577311838326
0,64,1098,1098,0,1,2,4.0854024063046035,2,3.8827141119551314,-0.2026882943494721,5.31879003276749,1.2333876264628871
0,64,1099,1099,3,3,4,4.8126639399751205,4,3.7676031877796134,-1.045060752195507,5.2195778466983125,0.4069139067231914
0,64,1103,1103,3,1,2,2.678750365762715,2,2.4496005039377615,-0.22914986182495367,4.955059378845629,2.27630901308291
0,64,1106,1106,2,3,4,4.504684673624071,4,3.5881122513205352,-0.9165724223035361,4.960630554195152,0.45594588057108093
0,64,1121,1121,0,0,1,2.6568810000847423,1,2.2864147865600133,-0.37046621352472897,5.319207188703016,2.6623261886182785
0,64,1127,1127,0,1,0,2.764295237911145,0,2.4396954054564857,-0.3245998324546595,5.0471255673609114,2.2828303294497685
0,64,1132,1132,0,0,1,2.7944222677741153,1,2.7107299430584937,-0.0836923247156216,5.1860131012652895,2.391590833491173
0,64,1137,1137,2,0,3,4.123041803359152,3,3.5386541313274833,-0.584387672031669,5.433376621934659,1.3103348185755042
0,64,1144,1144,1,2,1,3.992643727518001,1,3.925699532868838,-0.0669441946491629,4.863177794765122,0.870534067247121
0,64,1145,1145,2,2,1,4.800600991512391,1,3.9516943178183235,-0.8489066736940671,5.164496672582428,0.3638956810700376
0,64,1149,1149,3,2,0,2.286216788639493,0,2.144750652229024,-0.141466136410469,3.829297832287086,1.5430810436475886
0,64,1152,1152,3,3,2,2.602656541810485,2,2.3775883242745515,-0.22506821753593353,4.125734531987035,1.523077990176547
0,64,1158,1158,2,4,1,3.741305043019823,1,3.135879535579149,-0.6054255074406738,5.147842018368069,1.4065369753482464
0,64,1163,1163,2,2,3,4.458937039642907,3,4.25425712165647,-0.2046799179864376,4.8683722256823065,0.40943518603939955
0,64,1166,1166,3,1,4,4.790042328541577,4,4.778235507888377,-0.011806820653199601,5.467401627059992,0.677359298518413
0,64,1171,1171,0,1,3,4.620240082412795,3,3.0478434190124437,-1.572396663400351,5.2407634978199065,0.6205234154071122
0,64,1177,1177,0,2,3,3.04091384259996,3,3.0173689428651365,-0.02354489973482332,4.563881385832642,1.5229675432326824
0,64,1187,1187,3,4,3,2.621609732556386,3,2.5508845982493233,-0.07072513430706273,4.063610666138807,1.4420009335824213
0,64,1201,1201,0,4,2,3.979044144938511,2,3.820395599223576,-0.15864854571493492,4.642389844987208,0.6633457000486971
0,64,1204,1204,0,2,4,4.028680233965051,4,3.9155060920181137,-0.11317414194693765,4.919074790232216,0.8903945562671632
0,64,1215,1215,0,0,1,2.288404450124063,1,2.1794899080508223,-0.10891454207324047,4.72442483543843,2.4360203853143676
0,64,1234,1234,2,0,3,1.6462537988199606,3,1.6270937486391164,-0.019160050180844213,3.7810830577921335,2.1348292589721725
0,64,1238,1238,0,2,3,3.239267734337066,3,2.621028226143883,-0.6182395081931831,4.754423204535412,1.5151554701983452
0,64,1240,1240,0,1,0,2.3091862821412588,0,1.9937650814191124,-0.3154212007221464,3.262077497320524,0.9528912151792646
0,64,1241,1241,1,3,1,3.6778442715738713,1,3.221781043326355,-0.45606322824751633,4.430527257231349,0.7526829856574775
0,64,1247,1247,1,3,1,3.6133325152493425,1,2.4275027907613866,-1.1858297244879559,4.526955261951638,0.913622746702295
0,64,1254,1254,3,1,2,3.1147200870750504,2,2.7468427192491056,-0.3678773678259448,4.97286971870818,1.8581496316331338
0,64,1262,1262,1,2,3,3.5741241713991974,3,3.3102217664217646,-0.2639024049774328,4.329642888140652,0.7555187167414551
0,64,1266,1266,1,0,1,4.352056799058769,1,3.1140254635872253,-1.2380313354715433,5.432620177558277,1.080563378499507
0,64,1270,1270,2,0,3,2.054183996503571,3,1.7185065189042426,-0.3356774775993283,2.685775174246875,0.6315911777433021
0,64,1271,1271,1,1,0,1.1020356203632042,0,0.68993415538203,-0.4121014649811743,3.3923961206445323,2.290360500281327
0,64,1288,1288,0,4,1,3.183006629652195,1,3.09385102880859,-0.08915560084360497,4.166801159119736,0.9837945294675403
0,64,1291,1291,0,2,3,2.747792262050964,3,2.643662285865126,-0.10412997618583786,4.257480983565296,1.5096887215143318
0,64,1296,1296,0,3,0,2.4486014653463224,0,2.2739597685128707,-0.17464169683345165,4.103872828135326,1.6552713627890032
0,64,1306,1306,3,2,3,4.505110365243433,3,2.922323635104783,-1.58278673013865,4.7728135971288435,0.2677032318854104
0,64,1310,1310,0,0,1,3.7496254757250393,1,3.1552262981829644,-0.5943991775420749,4.646566544989817,0.8969410692647775
0,64,1321,1321,2,0,1,2.4421814385015392,1,2.313136401548409,-0.1290450369531304,5.19345434741088,2.7512729089093426
0,64,1326,1326,2,2,3,4.214220797775926,3,4.12734848698168,-0.08687231079424595,4.672486881153326,0.45826608337740016
0,64,1330,1330,1,2,1,4.505736053969994,1,3.6115534320289537,-0.8941826219410407,4.9771343659570855,0.4713983119870904
0,64,1340,1340,0,3,2,3.591595324462582,2,3.4368197072736315,-0.1547756171889505,4.332225307690407,0.7406299832278238
0,64,1341,1341,1,3,1,3.433468704715066,1,3.410409583110625,-0.02305912160444068,4.410592902179823,0.9771241974647571
0,64,1344,1344,2,2,3,3.2978783015220987,3,2.6729390108531543,-0.6249392906689444,4.457935881587832,1.1600575800657345
0,64,1350,1350,2,4,1,4.091311966996189,1,3.1806324136814146,-0.9106795533147745,4.757266773974696,0.6659548069785062
0,64,1351,1351,1,2,4,4.957308446404194,4,4.7932401218596326,-0.16406832454456133,5.246016140921185,0.28870769451699196
0,64,1353,1353,2,2,1,1.1572978015589617,1,1.1135802588838293,-0.04371754267513239,3.795537444110564,2.638239642551601
0,64,1355,1355,1,1,3,4.788737763072157,3,4.097701499990803,-0.6910362630813536,5.209181301611811,0.4204435385396539
0,64,1356,1356,1,2,0,3.822378265768143,0,2.355591157006711,-1.466787108761432,4.865997166373983,1.04361890060584
0,64,1357,1357,1,3,4,4.485390405558726,4,3.583824738029294,-0.9015656675294319,5.018641868920474,0.5332514633617484
0,64,1359,1359,3,0,1,4.798002088502409,1,4.336610717473459,-0.46139137102895056,5.545633730036586,0.7476316415341775
0,64,1364,1364,0,1,0,1.8070773251043388,0,1.6866675678609544,-0.12040975724338443,3.1286742371845735,1.321596912080236
0,64,1369,1369,0,1,3,2.481458386425234,3,2.2716711887558203,-0.20978719766941367,4.05575661588049,1.5742982294552563
0,64,1370,1370,3,1,2,5.00249784600247,2,3.981451128506138,-1.0210467174963318,5.497374328929008,0.49487648292653874
0,64,1371,1371,1,1,2,2.6977901562991384,2,2.3179683990246347,-0.37982175727450374,4.903759081251534,2.205968924952393
0,64,1384,1384,2,2,0,3.3600904916737924,0,2.4478602970779373,-0.9122301945958551,4.282623183710307,0.9225326920365129
0,64,1394,1394,0,1,0,2.243730415285468,0,2.2200168538208986,-0.023713561464569377,3.2755227977357904,1.0317923824503228
0,64,1397,1397,3,2,4,4.695458581455033,4,3.116915694258993,-1.5785428871960399,5.137008125138227,0.4415495436831943
0,64,1429,1429,3,0,1,2.386107828679106,1,2.1688649522970724,-0.21724287638203377,3.687994677468212,1.3018868487891062
0,64,1432,1432,0,2,3,3.083168179139744,3,2.485831350524971,-0.5973368286147731,4.690717235711361,1.6075490565716175
