split,class_label,class_dim,branch_index,kind,confuser_class,node_idx_sorted,original_node_id
0,1,48,0,root,,1287,1287
0,1,48,0,root,,1305,1305
0,1,48,0,root,,1311,1311
0,1,48,0,root,,1314,1314
0,1,48,0,root,,1319,1319
0,1,48,0,root,,1328,1328
0,1,48,0,root,,1335,1335
0,1,48,0,root,,1349,1349
0,1,48,0,root,,1355,1355
0,1,48,0,root,,1358,1358
0,1,48,0,root,,1364,1364
0,1,48,0,root,,1365,1365
0,1,48,0,root,,1369,1369
0,1,48,0,root,,1370,1370
0,1,48,0,root,,1371,1371
0,1,48,0,root,,1385,1385
0,1,48,0,root,,1394,1394
0,1,48,0,root,,1415,1415
0,1,48,0,root,,1424,1424
0,1,48,0,root,,1428,1428
0,1,48,0,root,,1435,1435
0,1,48,0,root,,1437,1437
0,1,48,0,root,,1439,1439
0,1,48,0,root,,1444,1444
0,1,48,0,root,,1446,1446
0,1,48,0,root,,1452,1452
0,1,48,0,root,,1453,1453
0,1,48,0,root,,1456,1456
0,1,48,0,root,,1462,1462
0,1,48,0,root,,1468,1468
0,1,48,0,root,,1478,1478
0,1,48,0,root,,1479,1479
0,1,48,0,root,,1530,1530
0,1,48,0,root,,1531,1531
0,1,48,0,root,,1558,1558
0,1,48,0,root,,1560,1560
0,1,48,0,root,,1579,1579
0,1,48,0,root,,1586,1586
0,1,48,0,root,,1638,1638
0,1,48,0,root,,1647,1647
0,1,48,0,root,,1658,1658
0,1,48,0,root,,1661,1661
0,1,48,0,root,,1664,1664
0,1,48,0,root,,1668,1668
0,1,48,0,root,,1671,1671
0,1,48,0,root,,1687,1687
0,1,48,0,root,,1689,1689
0,1,48,0,root,,1718,1718
0,1,48,0,root,,1726,1726
0,1,48,0,root,,1729,1729
0,1,48,0,root,,1733,1733
0,1,48,0,root,,1736,1736
0,1,48,0,root,,1757,1757
0,1,48,0,root,,1762,1762
0,1,48,0,root,,1765,1765
0,1,48,0,root,,1772,1772
0,1,48,0,root,,1787,1787
0,1,48,0,root,,1797,1797
0,1,48,0,root,,1802,1802
0,1,48,0,root,,1805,1805
0,1,48,0,root,,1808,1808
0,1,48,0,root,,1816,1816
0,1,48,0,root,,1830,1830
0,1,48,0,root,,1849,1849
0,1,48,0,root,,1851,1851
0,1,48,0,root,,1861,1861
0,1,48,0,root,,1879,1879
0,1,48,0,root,,1881,1881
0,1,48,0,root,,1883,1883
0,1,48,0,root,,1890,1890
0,1,48,0,root,,1898,1898
0,1,48,0,root,,1913,1913
0,1,48,0,root,,1922,1922
0,1,48,0,root,,1950,1950
0,1,48,0,root,,1956,1956
0,1,48,0,root,,1983,1983
0,1,48,0,root,,1986,1986
0,1,48,0,root,,1992,1992
0,1,48,0,root,,1995,1995
0,1,48,0,root,,1997,1997
0,1,48,0,root,,2002,2002
0,1,48,0,root,,2036,2036
0,1,48,0,root,,2053,2053
0,1,48,0,root,,2054,2054
0,1,48,0,root,,2059,2059
0,1,48,0,root,,2069,2069
0,1,48,0,root,,2074,2074
0,1,48,0,root,,2104,2104
0,1,48,0,root,,2107,2107
0,1,48,0,root,,2109,2109
0,1,48,0,root,,2126,2126
0,1,48,0,root,,2146,2146
0,1,48,0,root,,2149,2149
0,1,48,0,root,,2162,2162
0,1,48,0,root,,2182,2182
0,1,48,0,root,,2185,2185
0,1,48,0,root,,2193,2193
0,1,48,0,root,,2202,2202
0,1,48,0,root,,2215,2215
0,1,48,0,root,,2218,2218
0,1,48,0,root,,2223,2223
0,1,48,0,root,,2237,2237
0,1,48,0,root,,2245,2245
0,1,48,0,root,,2260,2260
0,1,48,0,root,,2270,2270
0,1,48,1,extra,0,14,14
0,1,48,1,extra,0,25,25
0,1,48,1,extra,0,55,55
0,1,48,1,extra,0,68,68
0,1,48,1,extra,0,112,112
0,1,48,1,extra,0,130,130
0,1,48,1,extra,0,143,143
0,1,48,1,extra,0,150,150
0,1,48,1,extra,0,178,178
0,1,48,1,extra,0,185,185
0,1,48,1,extra,0,189,189
0,1,48,1,extra,0,213,213
0,1,48,1,extra,0,271,271
0,1,48,1,extra,0,294,294
0,1,48,1,extra,0,311,311
0,1,48,1,extra,0,341,341
0,1,48,1,extra,0,347,347
0,1,48,1,extra,0,375,375
0,1,48,1,extra,0,380,380
0,1,48,1,extra,0,400,400
0,1,48,1,extra,0,424,424
0,1,48,1,extra,0,439,439
0,1,48,1,extra,0,494,494
0,1,48,1,extra,0,503,503
0,1,48,1,extra,0,522,522
0,1,48,1,extra,0,548,548
0,1,48,1,extra,0,562,562
0,1,48,1,extra,0,595,595
0,1,48,1,extra,0,642,642
0,1,48,1,extra,0,654,654
0,1,48,1,extra,0,670,670
0,1,48,1,extra,0,677,677
0,1,48,1,extra,0,680,680
0,1,48,1,extra,0,698,698
0,1,48,1,extra,0,739,739
0,1,48,1,extra,0,743,743
0,1,48,1,extra,0,757,757
0,1,48,1,extra,0,792,792
0,1,48,1,extra,0,803,803
0,1,48,1,extra,0,825,825
0,1,48,1,extra,0,831,831
0,1,48,1,extra,0,872,872
0,1,48,1,extra,0,892,892
0,1,48,1,extra,0,907,907
0,1,48,1,extra,0,925,925
0,1,48,1,extra,0,989,989
0,1,48,1,extra,0,1003,1003
0,1,48,1,extra,0,1127,1127
0,1,48,1,extra,0,1190,1190
0,1,48,1,extra,0,1240,1240
0,1,48,1,extra,0,1271,1271
0,1,48,1,extra,0,1311,1311
0,1,48,1,extra,0,1314,1314
0,1,48,1,extra,0,1328,1328
0,1,48,1,extra,0,1335,1335
0,1,48,1,extra,0,1358,1358
0,1,48,1,extra,0,1364,1364
0,1,48,1,extra,0,1365,1365
0,1,48,1,extra,0,1394,1394
0,1,48,1,extra,0,1415,1415
0,1,48,1,extra,0,1446,1446
0,1,48,1,extra,0,1462,1462
0,1,48,1,extra,0,1468,1468
0,1,48,1,extra,0,1479,1479
0,1,48,1,extra,0,1530,1530
0,1,48,1,extra,0,1531,1531
0,1,48,1,extra,0,1558,1558
0,1,48,1,extra,0,1560,1560
0,1,48,1,extra,0,1579,1579
0,1,48,1,extra,0,1658,1658
0,1,48,1,extra,0,1671,1671
0,1,48,1,extra,0,1736,1736
0,1,48,1,extra,0,1757,1757
0,1,48,1,extra,0,1762,1762
0,1,48,1,extra,0,1765,1765
0,1,48,1,extra,0,1797,1797
0,1,48,1,extra,0,1802,1802
0,1,48,1,extra,0,1808,1808
0,1,48,1,extra,0,1830,1830
0,1,48,1,extra,0,1849,1849
0,1,48,1,extra,0,1879,1879
0,1,48,1,extra,0,1883,1883
0,1,48,1,extra,0,1890,1890
0,1,48,1,extra,0,1956,1956
0,1,48,1,extra,0,1983,1983
0,1,48,1,extra,0,1992,1992
0,1,48,1,extra,0,2036,2036
0,1,48,1,extra,0,2059,2059
0,1,48,1,extra,0,2074,2074
0,1,48,1,extra,0,2104,2104
0,1,48,1,extra,0,2107,2107
0,1,48,1,extra,0,2146,2146
0,1,48,1,extra,0,2149,2149
0,1,48,1,extra,0,2182,2182
0,1,48,1,extra,0,2223,2223
0,1,48,1,extra,0,2260,2260
0,1,48,1,extra,0,2270,2270
0,1,48,2,extra,2,10,10
0,1,48,2,extra,2,14,14
0,1,48,2,extra,2,35,35
0,1,48,2,extra,2,62,62
0,1,48,2,extra,2,96,96
0,1,48,2,extra,2,112,112
0,1,48,2,extra,2,143,143
0,1,48,2,extra,2,150,150
0,1,48,2,extra,2,212,212
0,1,48,2,extra,2,241,241
0,1,48,2,extra,2,271,271
0,1,48,2,extra,2,294,294
0,1,48,2,extra,2,308,308
0,1,48,2,extra,2,338,338
0,1,48,2,extra,2,341,341
0,1,48,2,extra,2,344,344
0,1,48,2,extra,2,351,351
0,1,48,2,extra,2,373,373
0,1,48,2,extra,2,375,375
0,1,48,2,extra,2,380,380
0,1,48,2,extra,2,400,400
0,1,48,2,extra,2,406,406
0,1,48,2,extra,2,422,422
0,1,48,2,extra,2,595,595
0,1,48,2,extra,2,607,607
0,1,48,2,extra,2,623,623
0,1,48,2,extra,2,638,638
0,1,48,2,extra,2,654,654
0,1,48,2,extra,2,680,680
0,1,48,2,extra,2,825,825
0,1,48,2,extra,2,888,888
0,1,48,2,extra,2,972,972
0,1,48,2,extra,2,989,989
0,1,48,2,extra,2,1093,1093
0,1,48,2,extra,2,1095,1095
0,1,48,2,extra,2,1098,1098
0,1,48,2,extra,2,1103,1103
0,1,48,2,extra,2,1127,1127
0,1,48,2,extra,2,1175,1175
0,1,48,2,extra,2,1237,1237
0,1,48,2,extra,2,1254,1254
0,1,48,2,extra,2,1271,1271
0,1,48,2,extra,2,1314,1314
0,1,48,2,extra,2,1328,1328
0,1,48,2,extra,2,1369,1369
0,1,48,2,extra,2,1370,1370
0,1,48,2,extra,2,1371,1371
0,1,48,2,extra,2,1439,1439
0,1,48,2,extra,2,1444,1444
0,1,48,2,extra,2,1446,1446
0,1,48,2,extra,2,1452,1452
0,1,48,2,extra,2,1468,1468
0,1,48,2,extra,2,1530,1530
0,1,48,2,extra,2,1560,1560
0,1,48,2,extra,2,1647,1647
0,1,48,2,extra,2,1661,1661
0,1,48,2,extra,2,1664,1664
0,1,48,2,extra,2,1718,1718
0,1,48,2,extra,2,1726,1726
0,1,48,2,extra,2,1733,1733
0,1,48,2,extra,2,1736,1736
0,1,48,2,extra,2,1762,1762
0,1,48,2,extra,2,1797,1797
0,1,48,2,extra,2,1802,1802
0,1,48,2,extra,2,1805,1805
0,1,48,2,extra,2,1830,1830
0,1,48,2,extra,2,1861,1861
0,1,48,2,extra,2,1883,1883
0,1,48,2,extra,2,1890,1890
0,1,48,2,extra,2,1898,1898
0,1,48,2,extra,2,1950,1950
0,1,48,2,extra,2,1956,1956
0,1,48,2,extra,2,1986,1986
0,1,48,2,extra,2,2036,2036
0,1,48,2,extra,2,2053,2053
0,1,48,2,extra,2,2059,2059
0,1,48,2,extra,2,2069,2069
0,1,48,2,extra,2,2074,2074
0,1,48,2,extra,2,2109,2109
0,1,48,2,extra,2,2126,2126
0,1,48,2,extra,2,2146,2146
0,1,48,2,extra,2,2185,2185
0,1,48,2,extra,2,2215,2215
0,1,48,2,extra,2,2223,2223
0,1,48,2,extra,2,2245,2245
0,1,48,2,extra,2,2260,2260
0,2,64,0,root,,4,4
0,2,64,0,root,,6,6
0,2,64,0,root,,7,7
0,2,64,0,root,,12,12
0,2,64,0,root,,22,22
0,2,64,0,root,,26,26
0,2,64,0,root,,28,28
0,2,64,0,root,,29,29
0,2,64,0,root,,33,33
0,2,64,0,root,,53,53
0,2,64,0,root,,63,63
0,2,64,0,root,,78,78
